symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly
ICF,ICF,2024-03-12,64.29,291,-0.05995028512940481,0.8566218235989529,-3.9846386537103258,False,True,False
ICF,ICF,2024-08-22,63.1,40354,-0.014062499999999978,3.4725737539611576,-1.3842188581600798,True,False,False
ICF,ICF,2024-08-26,66.31,166,0.05087163232963543,-0.005211383913297693,5.180294851433227,False,True,False
ICF,ICF,2024-08-27,70.89,3439,0.0690695219423918,1.7787600421360992,6.07326502062191,False,True,False
ICF,ICF,2024-08-28,75.0,5378,0.05797714769360973,1.9644842716735837,3.9304846680700436,False,True,False
ICF,ICF,2024-08-29,78.8,1655,0.05066666666666664,1.2503916246375666,3.0249673291466235,False,True,False
ICF,ICF,2024-09-02,73.1,710,-0.0567741935483872,0.7741574176728436,-3.4026502085801544,False,True,False
ICF,ICF,2024-09-27,81.5,5811,0.05844155844155852,1.7315630796425,3.058116170889259,False,True,False
ICF,ICF,2025-01-15,114.39,4379,0.05428571428571427,1.4906007553691378,3.0889280624171613,False,True,False
ICF,ICF,2025-03-10,122.94,5722,0.059918958530907895,1.3885121853609297,3.8085884174444304,False,True,False
ICF,ICF,2025-04-07,113.68,2849,-0.05995203836930452,0.7345891086828865,-3.6011054362871886,False,True,False
ICF,ICF,2025-04-10,109.51,2992,-0.05999999999999994,0.7597736254692284,-3.203580137812754,False,True,False
ICF,ICF,2025-07-22,113.42,3500,0.06000000000000005,2.0631721571866293,3.9761477553976636,False,True,False
ICF,ICF,2025-08-29,108.2,2856,-0.050877192982456076,2.022615421069338,-3.4150649479792765,False,True,False
ICF,ICF,2025-09-01,101.71,3729,-0.05998151571164523,2.140846438235399,-3.6288712280316893,False,True,False
ICF,ICF,2026-03-23,86.95,4283,0.05650060753341446,1.678535357726976,3.6299078377232488,False,True,False
ICF,ICF,2026-04-23,83.19,3303,-0.06000000000000005,1.0507135960903724,-3.197582980999812,False,True,False
LNDOR,LAND'OR,2021-11-18,9.25,1943,0.0393258426966292,0.3913706335279561,3.522296942808043,False,True,False
LNDOR,LAND'OR,2022-04-07,8.6,143,-0.04444444444444451,-0.8397324189592825,-3.9930521026506502,False,True,False
LNDOR,LAND'OR,2022-04-08,8.99,1,0.045348837209302495,-2.9471557604330094,3.8066975919408237,False,True,False
LNDOR,LAND'OR,2022-04-13,8.6,589,-0.04338153503893216,-0.04007651657852047,-3.0980739926222416,False,True,False
LNDOR,LAND'OR,2022-09-09,7.26,6729,-0.0534550195567145,1.133274019307012,-3.7320551563515205,False,True,False
LNDOR,LAND'OR,2022-11-25,6.57,15818,0.059677419354838834,1.2192637710193157,3.9631670040663276,False,True,False
LNDOR,LAND'OR,2022-12-06,6.25,51927,-0.0587349397590361,1.7388209873687375,-3.016714255356058,False,True,False
LNDOR,LAND'OR,2023-06-21,6.13,30715,-0.055469953775038605,1.611832545204604,-3.0475753874922846,False,True,False
LNDOR,LAND'OR,2023-09-12,5.53,17655,-0.05952380952380942,2.0467080950196,-3.6510260910721755,False,True,False
LNDOR,LAND'OR,2023-09-14,5.7,1,0.05555555555555558,-2.5663184735217155,3.3432014038319893,False,True,False
LNDOR,LAND'OR,2023-10-17,5.77,7532,0.05871559633027501,1.771809693491402,3.7699321246389483,False,True,False
LNDOR,LAND'OR,2024-04-15,6.07,2199,-0.048589341692789945,0.9782400317461765,-3.2348021666556286,False,True,False
LNDOR,LAND'OR,2024-04-16,6.42,7469,0.05766062602965394,1.546709129654211,3.1147749801645332,False,True,False
LNDOR,LAND'OR,2024-09-03,9.73,8725,0.03290870488322728,1.1638350397199284,3.049713656765785,False,True,False
LNDOR,LAND'OR,2024-11-05,10.23,10444,0.05900621118012417,1.7943819932811826,5.8557407003576225,False,True,False
LNDOR,LAND'OR,2024-11-06,10.8,40201,0.055718475073313734,2.4844427942177947,4.390501289550034,False,True,False
LNDOR,LAND'OR,2025-03-14,11.49,30927,0.05316223648029328,2.022871012720766,5.1099558957173326,False,True,False
LNDOR,LAND'OR,2025-04-07,10.98,5,-0.051813471502590636,-3.1898927521259672,-4.649157207123598,False,True,False
LNDOR,LAND'OR,2025-05-06,11.18,15611,0.04779756326148066,1.4786156332313738,3.2122343935985143,False,True,False
LNDOR,LAND'OR,2025-07-01,10.34,19103,-0.059144676979071886,1.48453321966287,-3.796856367081547,False,True,False
LNDOR,LAND'OR,2025-09-02,10.15,44515,-0.059314179796107425,2.2651219293411717,-3.9388998117028087,False,True,False
LNDOR,LAND'OR,2025-10-31,10.84,177733,0.05962854349951119,2.8889522861915404,3.5168712342738013,False,True,False
LNDOR,LAND'OR,2025-11-03,11.49,19577,0.05996309963099633,1.3441993967473058,3.175643513898277,False,True,False
LNDOR,LAND'OR,2026-04-13,15.93,314700,0.0006281407035175768,3.1916582388268506,-0.07270995690937931,True,False,False
LNDOR,LAND'OR,2026-05-12,17.26,39334,0.05954573357888293,1.6289014566539222,5.563475869099002,False,True,False
LNDOR,LAND'OR,2026-05-13,18.29,69860,0.05967555040556194,1.9679875354938028,4.452760068146488,False,True,False
LNDOR,LAND'OR,2026-05-22,17.35,10273,0.057926829268292845,0.6105988279996623,3.562153502239729,False,True,False
LSTR,ELECTROSTAR,2021-10-20,0.92,200,-0.07999999999999996,0.36272427814523717,-3.14176535051364,False,True,False
LSTR,ELECTROSTAR,2023-04-05,0.51,1,0.10869565217391308,-2.891546409247875,4.466376237009265,False,True,False
LSTR,ELECTROSTAR,2023-06-21,0.44,184,0.09999999999999987,-0.5444738783514929,3.1100753382081914,False,True,False
LSTR,ELECTROSTAR,2023-11-16,0.21,3662,-0.22222222222222232,0.9202062609680902,-5.380056457215472,False,True,False
